NRC;Periodo;Asignatura;Momento;Salon;Tipo;Id_Docente;Responsable;Sede_Docente;Ubicaci¢n;Tipo_Curso;Plantilla;Total_Alistamiento;Total_Ejecucion;Total_Curso;Valoracion;Email_Enviado
35-57735;202435;Costos;2;B2-305;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57736;202435;Costos;2;B2-302;1;580459;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57737;202435;Costos;1;B2-303;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57739;202435;µlgebra Lineal;2;7;1;650528;AEMD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57740;202435;Costos;1;B3-304;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57746;202435;Macroeconom°a;1;B3-302;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57748;202435;Macroeconom°a;1;B2-305;1;984449;AEMD;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-57749;202435;Macroeconom°a;2;B3-305;1;33228452;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57750;202435;Macroeconom°a;1;B2-303;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57753;202435;Planeaci¢n y Organizaci¢n;1;B3-303;1;580459;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57753;202435;Planeaci¢n y Organizaci¢n;1;B3-302;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57754;202435;Planeaci¢n y Organizaci¢n;2;B2-302;1;602083;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57755;202435;Planeaci¢n y Organizaci¢n;2;B3-307;1;477338;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57757;202435;Electiva Cpc;1;B3-307;1;370873;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57758;202435;Electiva Cpc;1;B3-307;1;370873;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57760;202435;Electiva Cpc;1;SALA A;1;370873;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57763;202435;Electiva Cpc;1;5;1;479533;AEMD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57762;202435;Estad°stica Descriptiva;1;2;1;650528;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57763;202435;Estad°stica Descriptiva;1;B3-303;1;93383376;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57764;202435;Estad°stica Descriptiva;2;B2-305;1;850374;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57768;202435;Estad°stica Descriptiva;2;B3-305;1;845362;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57773;202435;Investigaci¢n Formativa;2;6;1;479533;AEMD;LA DORADA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57773;202435;Investigaci¢n Formativa;1;SALA A;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57774;202435;Investigaci¢n Formativa;1;B3-303;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57775;202435;Investigaci¢n Formativa;2;B3-307;1;537748;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57776;202435;Investigaci¢n Formativa;1;B2-302;1;370873;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57777;202435;Presupuestos;2;6;1;266878;AEMD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57779;202435;Presupuestos;1;B3-303;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57783;202435;Presupuestos;2;B3-306;1;676384;COPD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57783;202435;Direcci¢n y Control;2;7;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57784;202435;Direcci¢n y Control;2;SALA C;1;984449;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57789;202435;Direcci¢n y Control;1;B2-302;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57790;202435;Direcci¢n y Control;2;B2-304;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57793;202435;Electiva Cpc;1;B2-302;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57794;202435;Electiva Cpc;2;B2-303;1;537748;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57795;202435;Electiva Cpc;1;B3-303;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57796;202435;Estad°stica Inferencia;1;SALA C;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57797;202435;Estad°stica Inferencia;2;B2-305;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57798;202435;Estad°stica Inferencia;1;B2-303;1;279382;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57799;202435;Estad°stica Inferencia;1;B2-302;1;845362;ADFU;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-57800;202435;Fundamentos de Mercados;2;B3-303;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57802;202435;Fundamentos de Mercados;2;3;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57803;202435;Fundamentos de Mercados;2;B3-303;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57804;202435;Fundamentos de Mercados;2;B3-303;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57806;202435;Electiva Cpc;1;SALA C;1;984449;AEMD;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-57808;202435;Electiva Cpc;1;B2-303;1;984449;AEMD;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-57835;202435;Investigaci¢n de Mercados;2;B2-303;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57836;202435;Investigaci¢n de Mercados;2;B3-307;1;764950;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57837;202435;Investigaci¢n de Mercados;2;B3-302;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57823;202435;Matem†tica Financiera;1;SALA A;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;47,8;97,8;Desempe§o Excelente;-
35-57823;202435;Matem†tica Financiera;1;B2-303;1;845403;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57825;202435;An†lisis Financiero;2;B3-302;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57827;202435;An†lisis Financiero;1;B3-303;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57830;202435;Desarrollo Empresar Colombia;1;B3-303;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57833;202435;Desarrollo Empresar Colombia;2;B2-302;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57837;202435;Legislaci¢n Tributaria;1;6;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57840;202435;Desarrollo Empresar Colombia;2;7;1;602083;AEMD;IBA;IBA;PD;VACIO;0;0;0;No evaluada;-
35-57843;202435;Legislaci¢n Tributaria;1;B3-303;1;652206;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57843;202435;Legislaci¢n Tributaria;1;SALA B;1;872552;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57846;202435;An†lisis y Diagnostico Organ;1;B3-302;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57847;202435;An†lisis y Diagnostico Organ;1;SALA C;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57848;202435;An†lisis y Diagnostico Organ;1;B2-302;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57849;202435;An†lisis y Diagnostico Organ;1;LAB;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57850;202435;Gerencia de Mercados;2;B3-303;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57853;202435;Gerencia de Mercados;2;B3-303;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57852;202435;Gerencia de Mercados;2;B2-305;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57853;202435;Gerencia de Mercados;2;B2-304;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57854;202435;Casos Empresariales;3;B3-305;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57859;202435;Casos Empresariales;3;B2-303;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57860;202435;Casos Empresariales;3;B3-306;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57863;202435;Formulaci¢n y Evaluaci¢n de Pr;3;B2-305;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57862;202435;Formulaci¢n y Evaluaci¢n de Pr;3;B3-302;1;764950;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57863;202435;Formulaci¢n y Evaluaci¢n de Pr;3;B3-303;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57866;202435;Formulaci¢n y Evaluaci¢n de Pr;3;B3-302;1;764950;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57867;202435;Gerencia de Producci¢n;1;LAB;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57868;202435;Gerencia de Producci¢n;2;B3-303;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57869;202435;Gerencia de Producci¢n;2;B2-303;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57873;202435;Gerencia EstratÇgica;1;B3-302;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57872;202435;Gerencia EstratÇgica;1;B2-305;1;764950;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57874;202435;Gerencia EstratÇgica;2;B2-302;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57883;202435;Desarrollo Econ¢mico;1;B3-302;1;764950;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57884;202435;Gerencia Financiera;1;SALA A;1;763528;AEMD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-57957;202435;Pr†ctica Profesional;3;B2-304;1;763528;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-57958;202435;Pr†ctica Profesional;3;B2-302;1;602083;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57967;202435;Gerencia EstratÇgica;1;B2-303;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-58069;202435;Investigaci¢n Formativa;1;B3-306;1;532764;ADFU;IBA;IBA;PD;INNOVAME;50;47,8;97,8;Desempe§o Excelente;-
35-58072;202435;Presupuestos;1;B3-306;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-58073;202435;Fundamentos de Matem†ticas;1;B3-303;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;34,85;84,85;Desempe§o Bueno;-
35-58078;202435;Fundamentos de Matem†ticas;1;B3-304;1;984450;ISUM;IBA;IBA;PD;INNOVAME;30;40;70;Desempe§o Aceptable;SI
35-58085;202435;Econometr°a;1;B3-307;1;873433;ADFU;IBA;IBA;PD;INNOVAME;50;38,35;88,35;Desempe§o Bueno;-
35-58086;202435;Pr†ctica Profesional Empresari;3;B3-307;1;407424;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-58099;202435;Fundamentos de Matem†ticas;1;B3-306;1;845362;ADFU;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-60237;202435;C†tedra Minuto de Dios;3;VIRTU;2;402379;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-60238;202435;C†tedra Minuto de Dios;3;VIRTU;2;340923;LPID;IBA;IBA;PD;INNOVAME;35;35;70;Desempe§o Aceptable;SI
35-60239;202435;C†tedra Minuto de Dios;3;VIRTU;2;649559;LPID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-60223;202435;C†tedra Minuto de Dios;3;VIRTU;2;649559;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-60222;202435;C†tedra Minuto de Dios;3;VIRTU;2;649559;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-60223;202435;Fundamentos de Matem†ticas;1;203;1;988422;ADFU;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-60224;202435;Fundamentos de Educaci¢n Pedag;2;303;1;404250;LEID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60225;202435;Fundamentos de Matem†ticas;2;303;1;850374;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60226;202435;Fundamentos de Educaci¢n Pedag;1;202;1;404250;LEID;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-60227;202435;Pr†ctica de Profundizaci¢n III;3;303;1;267203;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-60228;202435;Pr†ctica de Profundizaci¢n III;3;204;1;267203;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-60229;202435;Pr†ctica de Profundizaci¢n III;3;302;1;267203;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-60232;202435;C†tedra Minuto de Dios;3;VIRTU;2;986552;LCNA;IBA;IBA;PD;INNOVAME;40;35;75;Desempe§o Aceptable;SI
35-60233;202435;C†tedra Minuto de Dios;3;VIRTU;2;986552;LCNA;IBA;IBA;PD;INNOVAME;40;35;75;Desempe§o Aceptable;SI
35-60237;202435;C†tedra Minuto de Dios;3;VIRTU;2;986552;LCNA;IBA;IBA;PD;INNOVAME;40;35;75;Desempe§o Aceptable;SI
35-60239;202435;C†tedra Minuto de Dios;3;VIRTU;2;986303;LCNA;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-60299;202435;Com Escrita y Proce Lect I;3;37;1;936393;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60303;202435;Contabilidad Financiera I;2;8;1;764484;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60422;202435;Proyecto de Vida;1;303;1;986303;LCNA;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-60445;202435;Formulaci¢n y Evaluaci¢n de Pr;3;B3-302;1;532764;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60460;202435;êtica Profesional;1;VIRTU;2;622390;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-60528;202435;Electiva Cpc;1;SALA A;1;580459;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60532;202435;Estructura de un Plan Negocios;1;202;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60586;202435;Periodismo Ciudadano;2;203;1;53930;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60604;202435;Gerencia de Producci¢n;2;B3-305;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60623;202435;Gerencia Financiera;1;B2-304;1;580459;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60636;202435;Presupuestos;1;B3-303;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-60775;202435;Estructura de un Plan Negocios;1;VIRTU;2;764950;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-60809;202435;Contabilidad Financiera I;2;B3-305;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63057;202435;C¢digo êtica de la Ifac;2;B3-305;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63558;202435;Pr†ctica Profesional;3;SALA A;1;763528;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-63593;202435;C†tedra Minuto de Dios;3;VIRTU;2;404250;LEID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-63793;202435;Electiva Cpc;1;204;1;402379;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-63795;202435;Pr†ctica Formativa II;3;202;1;735388;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62323;202435;Ges Basi de la Informaci¢n;1;SALA A;1;575655;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62349;202435;Matem†tica Financiera;1;B3-303;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62384;202435;Introducci¢n a la Investigaci¢;1;B3-307;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62389;202435;Ergonom°a;1;B2-303;1;433766;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-62394;202435;Riesgos Locat y Tareas de Alto;2;B3-303;1;593438;ASOD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62437;202435;Toxicolog°a;2;B3-303;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62464;202435;Gerencia EstratÇgica;1;B3-305;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-62465;202435;Gerencia EstratÇgica;1;B3-304;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-62466;202435;Gerencia EstratÇgica;1;B2-304;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-62470;202435;Electiva Cpc;1;B3-304;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;44,85;94,85;Desempe§o Excelente;-
35-62473;202435;Electiva Cpc;1;B3-305;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;45,95;95,95;Desempe§o Excelente;-
35-62473;202435;Electiva Cpc;1;B2-304;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;48,75;98,75;Desempe§o Excelente;-
35-62476;202435;Resiliencia Empresarial;2;B3-304;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62480;202435;Resiliencia Empresarial;2;B3-304;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62485;202435;Resiliencia Empresarial;2;B2-304;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62486;202435;Auditor°a de Sistemas de Gesti;2;B3-305;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62488;202435;Auditor°a de Sistemas de Gesti;2;B3-305;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62493;202435;Auditor°a de Sistemas de Gesti;2;B2-304;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62493;202435;Opci¢n de Grado;3;VIRTU;2;65753864;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-62494;202435;Opci¢n de Grado;3;VIRTU;2;65753864;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-62496;202435;Opci¢n de Grado;3;VIRTU;2;65753864;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-62580;202435;Estad°stica Descriptiva;2;VIRTU;2;987846;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62583;202435;Estad°stica II Inferencial;2;VIRTU;2;850374;ADFU;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62583;202435;Opci¢n de Grado;3;VIRTU;2;335365;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-62587;202435;Organismos y Proces Biol¢gic I;1;SALA A;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62599;202435;Pr†ctica Formativa I;3;302;1;779067;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62600;202435;Pol°ticas P£blicas Educativas;2;204;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62603;202435;Curr°culo en Educaci¢n Infanti;2;202;1;735388;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62607;202435;Opci¢n de Grado;3;VIRTU;2;763966;LPID;LERIDA;NORTE;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-62609;202435;Opci¢n de Grado;3;VIRTU;2;763966;LPID;LERIDA;NORTE;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-62640;202435;F°sica Mec†nica;2;SALA B;1;986552;LCNA;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62643;202435;Qu°mica Fundamental;2;SALA A;1;986303;LCNA;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62648;202435;C†tedra Minuto de Dios;3;VIRTU;2;340923;LPID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-62859;202435;Introducci¢n de Investigaci¢n;1;B3-303;1;782232;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62867;202435;Contabilidad Financiera II;3;B2-302;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62868;202435;Electiva Cmd;1;VIRTU;2;93362733;COPD;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-62869;202435;Fundamentos de Econom°a;1;B3-305;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-62870;202435;Fundamentos de Derecho;2;B2-303;1;866970;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62873;202435;Matem†tica Financiera;1;B3-307;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62873;202435;Contabilidad Financiera II;3;B2-303;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62874;202435;Electiva Cmd;1;VIRTU;2;93362733;COPD;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-62878;202435;Fundamentos de Derecho;2;B3-302;1;866970;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62880;202435;Proyecto de Vida;1;B3-304;1;370873;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62883;202435;Fundamentos de Mercado;1;B2-302;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-62882;202435;Electiva Cpc;1;B2-304;1;486830;AETH;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-62883;202435;Legislaci¢n Tributaria;2;B2-303;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62884;202435;Fundamen de Matemat Financiera;1;B2-304;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62885;202435;Matem†tica Financiera;1;B3-306;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-62886;202435;Sistema de Informaci¢n Gerenci;2;VIRTU;2;984448;ISUM;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62888;202435;Electiva Cmd;2;VIRTU;2;93362733;COPD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-62893;202435;Contabilidad Financiera II;3;B3-302;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62895;202435;Fundamentos de Derecho;1;B3-304;1;866970;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62896;202435;Sistema de Informaci¢n Gerenci;1;VIRTU;2;986003;ISUM;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;SI
35-62897;202435;Matem†tica Financiera;1;B3-302;1;845403;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62898;202435;Fundamentos de Econom°a;2;B3-302;1;984449;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62936;202435;Contabilidad Financiera V;2;B3-304;1;872552;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62953;202435;Auditor°a y Aseguramiento II;1;B2-303;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62954;202435;Investigaci¢n de Mercados;2;B3-303;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62963;202435;Nivel Principiante;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
